order;Clone;Pop
2072;BR-21GS-C3-070-30;C3
2073;BR-21GS-C3-061-11;C3
2074;BR-21GS-C3-061-22;C3
2075;BR-21GS-C3-062-5;C3
2076;BR-21GS-C3-062-14;C3
2077;BR-21GS-C3-063-4;C3
2078;BR-21GS-C3-064-8;C3
2079;BR-21GS-C3-066-6;C3
2080;BR-21GS-C3-067-5;C3
2081;BR-21GS-C3-069-3;C3
2082;BR-21GS-C3-070-9;C3
2083;BR-21GS-C3-061-12;C3
2084;BR-21GS-C3-061-23;C3
2085;BR-21GS-C3-062-6;C3
2086;BR-21GS-C3-062-15;C3
2087;BR-21GS-C3-063-5;C3
2088;BR-21GS-C3-064-9;C3
2089;BR-21GS-C3-066-7;C3
2090;BR-21GS-C3-068-2;C3
2091;BR-21GS-C3-070-1;C3
2092;BR-21GS-C3-070-11;C3
2093;BR-21GS-C3-070-20;C3
2094;BR-21GS-C3-070-31;C3
2095;BR-21GS-C3-070-39;C3
2096;BR-21GS-C3-073-1;C3
2097;BR-21GS-C3-080-3;C3
2098;BR-21GS-C3-087-11;C3
2099;BR-21GS-C3-088-12;C3
2100;BR-21GS-C3-088-26;C3
2101;BR-21GS-C3-091-5;C3
2102;BR-21GS-C3-091-25;C3
2103;BR-21GS-C3-093-1;C3
2104;BR-21GS-C3-093-12;C3
2105;BR-21GS-C3-093-21;C3
2106;BR-21GS-C3-070-32;C3
2107;BR-21GS-C3-070-40;C3
2108;BR-21GS-C3-076-1;C3
2109;BR-21GS-C3-082-3;C3
2110;BR-21GS-C3-088-5;C3
2111;BR-21GS-C3-088-13;C3
2112;BR-21GS-C3-088-27;C3
2113;BR-21GS-C3-091-7;C3
2114;BR-21GS-C3-092-1;C3
2115;BR-21GS-C3-093-2;C3
2116;BR-21GS-C3-093-13;C3
2117;BR-21GS-C3-093-22;C3
2118;BR-21GS-C3-070-33;C3
2119;BR-21GS-C3-070-41;C3
2120;BR-21GS-C3-076-2;C3
2121;BR-21GS-C3-085-2;C3
2122;BR-21GS-C3-088-6;C3
2123;BR-21GS-C3-088-14;C3
2124;BR-21GS-C3-089-1;C3
2125;BR-21GS-C3-091-11;C3
2126;BR-21GS-C3-092-2;C3
2127;BR-21GS-C3-093-5;C3
2128;BR-21GS-C3-093-15;C3
2129;BR-21GS-C3-093-23;C3
2130;BR-21GS-C3-070-34;C3
2131;BR-21GS-C3-071-1;C3
2132;BR-21GS-C3-077-1;C3
2133;BR-21GS-C3-087-2;C3
2134;BR-21GS-C3-088-7;C3
2135;BR-21GS-C3-088-15;C3
2136;BR-21GS-C3-090-1;C3
2137;BR-21GS-C3-091-12;C3
2138;BR-21GS-C3-092-3;C3
2139;BR-21GS-C3-093-6;C3
2140;BR-21GS-C3-093-16;C3
2141;BR-21GS-C3-093-24;C3
2142;BR-21GS-C3-070-35;C3
2143;BR-21GS-C3-071-2;C3
2144;BR-21GS-C3-078-1;C3
2145;BR-21GS-C3-087-3;C3
2146;BR-21GS-C3-088-8;C3
2147;BR-21GS-C3-088-18;C3
2148;BR-21GS-C3-090-2;C3
2149;BR-21GS-C3-091-18;C3
2150;BR-21GS-C3-092-4;C3
2151;BR-21GS-C3-093-7;C3
2152;BR-21GS-C3-093-17;C3
2153;BR-21GS-C3-093-25;C3
2154;BR-21GS-C3-070-36;C3
2155;BR-21GS-C3-071-5;C3
2156;BR-21GS-C3-078-4;C3
2157;BR-21GS-C3-087-8;C3
2158;BR-21GS-C3-088-9;C3
2159;BR-21GS-C3-088-19;C3
2160;BR-21GS-C3-091-1;C3
2161;BR-21GS-C3-091-19;C3
2162;BR-21GS-C3-092-5;C3
2163;BR-21GS-C3-093-9;C3
2164;BR-21GS-C3-093-18;C3
2165;BR-21GS-C3-093-26;C3
2166;BR-21GS-C3-070-37;C3
2167;BR-21GS-C3-072-5;C3
2168;BR-21GS-C3-078-5;C3
2169;BR-21GS-C3-087-9;C3
2170;BR-21GS-C3-088-10;C3
2171;BR-21GS-C3-088-23;C3
2172;BR-21GS-C3-091-2;C3
2173;BR-21GS-C3-091-20;C3
2174;BR-21GS-C3-092-6;C3
2175;BR-21GS-C3-093-10;C3
2176;BR-21GS-C3-093-19;C3
2177;BR-21GS-C3-070-38;C3
2178;BR-21GS-C3-072-7;C3
2179;BR-21GS-C3-078-6;C3
2180;BR-21GS-C3-087-10;C3
2181;BR-21GS-C3-088-11;C3
2182;BR-21GS-C3-088-25;C3
2183;BR-21GS-C3-091-4;C3
2184;BR-21GS-C3-091-23;C3
2185;BR-21GS-C3-092-7;C3
2186;BR-21GS-C3-093-11;C3
2187;BR-21GS-C3-093-20;C3
2188;BR-21GS-C3-093-27;C3
2189;BR-21GS-C3-093-36;C3
2190;BR-21GS-C3-096-4;C3
2191;BR-21GS-C3-096-21;C3
2192;BR-21GS-C3-098-5;C3
2193;BR-21GS-C3-102-5;C3
2194;BR-21GS-C3-104-6;C3
2195;BR-21GS-C3-104-21;C3
2196;BR-21GS-C3-104-31;C3
2197;BR-21GS-C3-104-41;C3
2198;BR-21GS-C3-104-51;C3
2199;BR-21GS-C3-104-60;C3
2200;BR-21GS-C3-093-28;C3
2201;BR-21GS-C3-093-37;C3
2202;BR-21GS-C3-096-8;C3
2203;BR-21GS-C3-096-22;C3
2204;BR-21GS-C3-099-2;C3
2205;BR-21GS-C3-102-6;C3
2206;BR-21GS-C3-104-8;C3
2207;BR-21GS-C3-104-22;C3
2208;BR-21GS-C3-104-32;C3
2209;BR-21GS-C3-104-43;C3
2210;BR-21GS-C3-104-52;C3
2211;BR-21GS-C3-104-61;C3
2212;BR-21GS-C3-093-38;C3
2213;BR-21GS-C3-096-9;C3
2214;BR-21GS-C3-096-23;C3
2215;BR-21GS-C3-100-2;C3
2216;BR-21GS-C3-103-5;C3
2217;BR-21GS-C3-104-9;C3
2218;BR-21GS-C3-104-23;C3
2219;BR-21GS-C3-104-33;C3
2220;BR-21GS-C3-104-46;C3
2221;BR-21GS-C3-104-53;C3
2222;BR-21GS-C3-104-62;C3
2223;BR-21GS-C3-093-30;C3
2224;BR-21GS-C3-094-1;C3
2225;BR-21GS-C3-096-11;C3
2226;BR-21GS-C3-096-25;C3
2227;BR-21GS-C3-100-5;C3
2228;BR-21GS-C3-103-8;C3
2229;BR-21GS-C3-104-10;C3
2230;BR-21GS-C3-104-25;C3
2231;BR-21GS-C3-104-34;C3
2232;BR-21GS-C3-104-47;C3
2233;BR-21GS-C3-104-54;C3
2234;BR-21GS-C3-104-63;C3
2235;BR-21GS-C3-093-31;C3
2236;BR-21GS-C3-094-2;C3
2237;BR-21GS-C3-096-12;C3
2238;BR-21GS-C3-100-6;C3
2239;BR-21GS-C3-103-16;C3
2240;BR-21GS-C3-104-12;C3
2241;BR-21GS-C3-104-26;C3
2242;BR-21GS-C3-104-35;C3
2243;BR-21GS-C3-104-68;C3
2244;BR-21GS-C3-104-55;C3
2245;BR-21GS-C3-104-65;C3
2246;BR-21GS-C3-093-33;C3
2247;BR-21GS-C3-095-1;C3
2248;BR-21GS-C3-096-13;C3
2249;BR-21GS-C3-097-2;C3
2250;BR-21GS-C3-101-2;C3
2251;BR-21GS-C3-104-2;C3
2252;BR-21GS-C3-104-13;C3
2253;BR-21GS-C3-104-28;C3
2254;BR-21GS-C3-104-37;C3
2255;BR-21GS-C3-104-57;C3
2256;BR-21GS-C3-104-67;C3
2257;BR-21GS-C3-093-34;C3
2258;BR-21GS-C3-096-1;C3
2259;BR-21GS-C3-096-16;C3
2260;BR-21GS-C3-097-3;C3
2261;BR-21GS-C3-102-1;C3
2262;BR-21GS-C3-104-3;C3
2263;BR-21GS-C3-104-14;C3
2264;BR-21GS-C3-104-29;C3
2265;BR-21GS-C3-104-39;C3
2266;BR-21GS-C3-104-49;C3
2267;BR-21GS-C3-104-58;C3
2268;BR-21GS-C3-093-35;C3
2269;BR-21GS-C3-096-2;C3
2270;BR-21GS-C3-096-17;C3
2271;BR-21GS-C3-098-3;C3
2272;BR-21GS-C3-102-4;C3
2273;BR-21GS-C3-104-4;C3
2274;BR-21GS-C3-104-19;C3
2275;BR-21GS-C3-104-30;C3
2276;BR-21GS-C3-104-40;C3
2277;BR-21GS-C3-104-50;C3
2278;BR-21GS-C3-104-59;C3
2279;BR-21GS-C3-105-1;C3
2280;BR-21GS-C3-105-11;C3
2281;BR-21GS-C3-106-9;C3
2282;BR-21GS-C3-114-5;C3
2283;BR-21GS-C3-115-6;C3
2284;BR-21GS-C3-118-2;C3
2285;BR-21GS-C3-122-6;C3
2286;BR-21GS-C3-124-10;C3
2287;BR-21GS-C3-127-3;C3
2288;BR-21GS-C3-130-16;C3
2289;BR-21GS-C3-132-7;C3
2290;BR-21GS-C3-132-21;C3
2291;BR-21GS-C3-105-2;C3
2292;BR-21GS-C3-106-1;C3
2293;BR-21GS-C3-109-1;C3
2294;BR-21GS-C3-114-6;C3
2295;BR-21GS-C3-115-7;C3
2296;BR-21GS-C3-118-3;C3
2297;BR-21GS-C3-122-8;C3
2298;BR-21GS-C3-124-12;C3
2299;BR-21GS-C3-129-3;C3
2300;BR-21GS-C3-130-18;C3
2301;BR-21GS-C3-132-11;C3
2302;BR-21GS-C3-132-22;C3
2303;BR-21GS-C3-105-4;C3
2304;BR-21GS-C3-106-2;C3
2305;BR-21GS-C3-110-1;C3
2306;BR-21GS-C3-114-8;C3
2307;BR-21GS-C3-115-8;C3
2308;BR-21GS-C3-118-4;C3
2309;BR-21GS-C3-123-1;C3
2310;BR-21GS-C3-124-13;C3
2311;BR-21GS-C3-130-1;C3
2312;BR-21GS-C3-131-3;C3
2313;BR-21GS-C3-132-13;C3
2314;BR-21GS-C3-133-1;C3
2315;BR-21GS-C3-105-5;C3
2316;BR-21GS-C3-106-4;C3
2317;BR-21GS-C3-110-2;C3
2318;BR-21GS-C3-114-9;C3
2319;BR-21GS-C3-115-10;C3
2320;BR-21GS-C3-119-3;C3
2321;BR-21GS-C3-123-6;C3
2322;BR-21GS-C3-124-14;C3
2323;BR-21GS-C3-130-2;C3
2324;BR-21GS-C3-131-5;C3
2325;BR-21GS-C3-132-14;C3
2326;BR-21GS-C3-133-2;C3
2327;BR-21GS-C3-105-7;C3
2328;BR-21GS-C3-106-5;C3
2329;BR-21GS-C3-113-1;C3
2330;BR-21GS-C3-115-2;C3
2331;BR-21GS-C3-116-4;C3
2332;BR-21GS-C3-120-1;C3
2333;BR-21GS-C3-124-2;C3
2334;BR-21GS-C3-126-4;C3
2335;BR-21GS-C3-130-4;C3
2336;BR-21GS-C3-132-1;C3
2337;BR-21GS-C3-132-16;C3
2338;BR-21GS-C3-133-3;C3
2339;BR-21GS-C3-105-8;C3
2340;BR-21GS-C3-106-6;C3
2341;BR-21GS-C3-114-1;C3
2342;BR-21GS-C3-115-3;C3
2343;BR-21GS-C3-117-2;C3
2344;BR-21GS-C3-122-2;C3
2345;BR-21GS-C3-124-4;C3
2346;BR-21GS-C3-126-5;C3
2347;BR-21GS-C3-130-5;C3
2348;BR-21GS-C3-132-2;C3
2349;BR-21GS-C3-132-17;C3
2350;BR-21GS-C3-133-4;C3
2351;BR-21GS-C3-105-9;C3
2352;BR-21GS-C3-106-7;C3
2353;BR-21GS-C3-114-2;C3
2354;BR-21GS-C3-115-4;C3
2355;BR-21GS-C3-117-3;C3
2356;BR-21GS-C3-122-3;C3
2357;BR-21GS-C3-126-6;C3
2358;BR-21GS-C3-130-6;C3
2359;BR-21GS-C3-132-4;C3
2360;BR-21GS-C3-132-18;C3
2361;BR-21GS-C3-105-10;C3
2362;BR-21GS-C3-106-8;C3
2363;BR-21GS-C3-114-4;C3
2364;BR-21GS-C3-115-5;C3
2365;BR-21GS-C3-118-1;C3
2366;BR-21GS-C3-122-5;C3
2367;BR-21GS-C3-124-9;C3
2368;BR-21GS-C3-127-2;C3
2369;BR-21GS-C3-130-9;C3
2370;BR-21GS-C3-132-6;C3
2371;BR-21GS-C3-132-20;C3
2372;BR-21GS-C3-133-5;C3
2373;BR-21GS-C3-136-4;C3
2374;BR-21GS-C3-136-12;C3
2375;BR-21GS-C3-140-2;C3
2376;BR-21GS-C3-141-5;C3
2377;BR-21GS-C3-142-1;C3
2378;BR-21GS-C3-142-10;C3
2379;BR-21GS-C3-144-5;C3
2380;BR-21GS-C3-144-13;C3
2381;BR-21GS-C3-145-8;C3
2382;BR-21GS-C3-145-17;C3
2383;BR-21GS-C3-134-1;C3
2384;BR-21GS-C3-136-5;C3
2385;BR-21GS-C3-137-1;C3
2386;BR-21GS-C3-140-3;C3
2387;BR-21GS-C3-142-2;C3
2388;BR-21GS-C3-143-1;C3
2389;BR-21GS-C3-143-9;C3
2390;BR-21GS-C3-144-6;C3
2391;BR-21GS-C3-144-14;C3
2392;BR-21GS-C3-145-9;C3
2393;BR-21GS-C3-145-18;C3
2394;BR-21GS-C3-134-2;C3
2395;BR-21GS-C3-136-6;C3
2396;BR-21GS-C3-137-2;C3
2397;BR-21GS-C3-140-4;C3
2398;BR-21GS-C3-141-7;C3
2399;BR-21GS-C3-142-3;C3
2400;BR-21GS-C3-143-2;C3
2401;BR-21GS-C3-143-10;C3
2402;BR-21GS-C3-144-7;C3
2403;BR-21GS-C3-144-15;C3
2404;BR-21GS-C3-145-10;C3
2405;BR-21GS-C3-145-19;C3
2406;BR-21GS-C3-134-3;C3
2407;BR-21GS-C3-136-7;C3
2408;BR-21GS-C3-137-4;C3
2409;BR-21GS-C3-140-5;C3
2410;BR-21GS-C3-141-8;C3
2411;BR-21GS-C3-142-4;C3
2412;BR-21GS-C3-143-3;C3
2413;BR-21GS-C3-143-11;C3
2414;BR-21GS-C3-144-8;C3
2415;BR-21GS-C3-145-1;C3
2416;BR-21GS-C3-145-20;C3
2417;BR-21GS-C3-134-7;C3
2418;BR-21GS-C3-136-8;C3
2419;BR-21GS-C3-138-1;C3
2420;BR-21GS-C3-140-6;C3
2421;BR-21GS-C3-141-9;C3
2422;BR-21GS-C3-143-4;C3
2423;BR-21GS-C3-143-12;C3
2424;BR-21GS-C3-144-9;C3
2425;BR-21GS-C3-145-2;C3
2426;BR-21GS-C3-145-12;C3
2427;BR-21GS-C3-145-21;C3
2428;BR-21GS-C3-135-2;C3
2429;BR-21GS-C3-136-9;C3
2430;BR-21GS-C3-138-2;C3
2431;BR-21GS-C3-141-1;C3
2432;BR-21GS-C3-141-10;C3
2433;BR-21GS-C3-144-1;C3
2434;BR-21GS-C3-144-10;C3
2435;BR-21GS-C3-145-4;C3
2436;BR-21GS-C3-145-13;C3
2437;BR-21GS-C3-145-22;C3
2438;BR-21GS-C3-136-2;C3
2439;BR-21GS-C3-136-10;C3
2440;BR-21GS-C3-138-3;C3
2441;BR-21GS-C3-141-2;C3
2442;BR-21GS-C3-141-11;C3
2443;BR-21GS-C3-142-8;C3
2444;BR-21GS-C3-143-6;C3
2445;BR-21GS-C3-144-2;C3
2446;BR-21GS-C3-144-11;C3
2447;BR-21GS-C3-145-5;C3
2448;BR-21GS-C3-145-15;C3
2449;BR-21GS-C3-136-3;C3
2450;BR-21GS-C3-136-11;C3
2451;BR-21GS-C3-139-1;C3
2452;BR-21GS-C3-141-4;C3
2453;BR-21GS-C3-141-12;C3
2454;BR-21GS-C3-142-9;C3
2455;BR-21GS-C3-143-7;C3
2456;BR-21GS-C3-144-12;C3
2457;BR-21GS-C3-145-7;C3
2458;BR-21GS-C3-145-16;C3
2459;BR-21GS-C3-145-23;C3
2460;BR-21GS-C3-146-9;C3
2461;BR-21GS-C3-146-18;C3
2462;BR-21GS-C3-147-5;C3
2463;BR-21GS-C3-148-6;C3
2464;BR-21GS-C3-148-18;C3
2465;BR-21GS-C3-148-27;C3
2466;BR-21GS-C3-149-8;C3
2467;BR-21GS-C3-150-3;C3
2468;BR-21GS-C3-152-1;C3
2469;BR-21GS-C3-154-4;C3
2470;BR-21GS-C3-146-1;C3
2471;BR-21GS-C3-146-10;C3
2472;BR-21GS-C3-146-19;C3
2473;BR-21GS-C3-146-28;C3
2474;BR-21GS-C3-147-7;C3
2475;BR-21GS-C3-148-8;C3
2476;BR-21GS-C3-148-19;C3
2477;BR-21GS-C3-149-1;C3
2478;BR-21GS-C3-149-9;C3
2479;BR-21GS-C3-150-4;C3
2480;BR-21GS-C3-152-2;C3
2481;BR-21GS-C3-154-5;C3
2482;BR-21GS-C3-146-2;C3
2483;BR-21GS-C3-146-11;C3
2484;BR-21GS-C3-146-20;C3
2485;BR-21GS-C3-146-29;C3
2486;BR-21GS-C3-147-8;C3
2487;BR-21GS-C3-148-9;C3
2488;BR-21GS-C3-148-20;C3
2489;BR-21GS-C3-149-2;C3
2490;BR-21GS-C3-149-10;C3
2491;BR-21GS-C3-150-8;C3
2492;BR-21GS-C3-153-1;C3
2493;BR-21GS-C3-154-6;C3
2494;BR-21GS-C3-146-3;C3
2495;BR-21GS-C3-146-13;C3
2496;BR-21GS-C3-146-21;C3
2497;BR-21GS-C3-146-31;C3
2498;BR-21GS-C3-148-1;C3
2499;BR-21GS-C3-148-10;C3
2500;BR-21GS-C3-148-21;C3
2501;BR-21GS-C3-149-3;C3
2502;BR-21GS-C3-149-11;C3
2503;BR-21GS-C3-150-9;C3
2504;BR-21GS-C3-153-2;C3
2505;BR-21GS-C3-154-8;C3
2506;BR-21GS-C3-146-4;C3
2507;BR-21GS-C3-146-14;C3
2508;BR-21GS-C3-146-22;C3
2509;BR-21GS-C3-146-32;C3
2510;BR-21GS-C3-148-2;C3
2511;BR-21GS-C3-148-12;C3
2512;BR-21GS-C3-148-22;C3
2513;BR-21GS-C3-149-4;C3
2514;BR-21GS-C3-149-12;C3
2515;BR-21GS-C3-151-1;C3
2516;BR-21GS-C3-153-3;C3
2517;BR-21GS-C3-154-9;C3
2518;BR-21GS-C3-146-6;C3
2519;BR-21GS-C3-146-15;C3
2520;BR-21GS-C3-146-23;C3
2521;BR-21GS-C3-147-1;C3
2522;BR-21GS-C3-148-3;C3
2523;BR-21GS-C3-148-13;C3
2524;BR-21GS-C3-148-23;C3
2525;BR-21GS-C3-149-5;C3
2526;BR-21GS-C3-149-14;C3
2527;BR-21GS-C3-151-3;C3
2528;BR-21GS-C3-154-1;C3
2529;BR-21GS-C3-154-10;C3
2530;BR-21GS-C3-146-7;C3
2531;BR-21GS-C3-146-16;C3
2532;BR-21GS-C3-146-24;C3
2533;BR-21GS-C3-147-3;C3
2534;BR-21GS-C3-148-4;C3
2535;BR-21GS-C3-148-14;C3
2536;BR-21GS-C3-148-25;C3
2537;BR-21GS-C3-149-6;C3
2538;BR-21GS-C3-150-1;C3
2539;BR-21GS-C3-151-6;C3
2540;BR-21GS-C3-154-2;C3
2541;BR-21GS-C3-146-8;C3
2542;BR-21GS-C3-146-17;C3
2543;BR-21GS-C3-146-25;C3
2544;BR-21GS-C3-147-4;C3
2545;BR-21GS-C3-148-5;C3
2546;BR-21GS-C3-148-16;C3
2547;BR-21GS-C3-148-26;C3
2548;BR-21GS-C3-149-7;C3
2549;BR-21GS-C3-150-2;C3
2550;BR-21GS-C3-151-7;C3
2551;BR-21GS-C3-154-3;C3
2552;BR-21GS-C3-154-13;C3
2553;BR-21GS-C3-154-25;C3
2554;BR-21GS-C3-155-10;C3
2555;BR-21GS-C3-155-25;C3
2556;BR-21GS-C3-157-6;C3
2557;BR-21GS-C3-158-2;C3
2558;BR-21GS-C3-159-2;C3
2559;BR-21GS-C3-159-12;C3
2560;BR-21GS-C3-160-2;C3
2561;BR-21GS-C3-160-22;C3
2562;BR-21GS-C3-160-30;C3
2563;BR-21GS-C3-160-40;C3
2564;BR-21GS-C3-154-16;C3
2565;BR-21GS-C3-154-26;C3
2566;BR-21GS-C3-155-11;C3
2567;BR-21GS-C3-155-26;C3
2568;BR-21GS-C3-157-9;C3
2569;BR-21GS-C3-158-3;C3
2570;BR-21GS-C3-159-3;C3
2571;BR-21GS-C3-159-13;C3
2572;BR-21GS-C3-160-4;C3
2573;BR-21GS-C3-160-23;C3
2574;BR-21GS-C3-160-33;C3
2575;BR-21GS-C3-161-1;C3
2576;BR-21GS-C3-154-17;C3
2577;BR-21GS-C3-155-1;C3
2578;BR-21GS-C3-155-12;C3
2579;BR-21GS-C3-156-3;C3
2580;BR-21GS-C3-157-11;C3
2581;BR-21GS-C3-158-4;C3
2582;BR-21GS-C3-159-5;C3
2583;BR-21GS-C3-159-14;C3
2584;BR-21GS-C3-160-9;C3
2585;BR-21GS-C3-160-24;C3
2586;BR-21GS-C3-160-34;C3
2587;BR-21GS-C3-161-2;C3
2588;BR-21GS-C3-154-19;C3
2589;BR-21GS-C3-155-2;C3
2590;BR-21GS-C3-155-16;C3
2591;BR-21GS-C3-157-1;C3
2592;BR-21GS-C3-157-13;C3
2593;BR-21GS-C3-158-5;C3
2594;BR-21GS-C3-159-6;C3
2595;BR-21GS-C3-159-15;C3
2596;BR-21GS-C3-160-13;C3
2597;BR-21GS-C3-160-25;C3
2598;BR-21GS-C3-160-35;C3
2599;BR-21GS-C3-161-3;C3
2600;BR-21GS-C3-154-21;C3
2601;BR-21GS-C3-155-3;C3
2602;BR-21GS-C3-155-20;C3
2603;BR-21GS-C3-157-2;C3
2604;BR-21GS-C3-157-14;C3
2605;BR-21GS-C3-158-7;C3
2606;BR-21GS-C3-159-7;C3
2607;BR-21GS-C3-159-16;C3
2608;BR-21GS-C3-160-17;C3
2609;BR-21GS-C3-160-26;C3
2610;BR-21GS-C3-160-36;C3
2611;BR-21GS-C3-161-4;C3
2612;BR-21GS-C3-154-22;C3
2613;BR-21GS-C3-155-5;C3
2614;BR-21GS-C3-155-21;C3
2615;BR-21GS-C3-157-3;C3
2616;BR-21GS-C3-157-15;C3
2617;BR-21GS-C3-158-8;C3
2618;BR-21GS-C3-159-9;C3
2619;BR-21GS-C3-159-17;C3
2620;BR-21GS-C3-160-19;C3
2621;BR-21GS-C3-160-27;C3
2622;BR-21GS-C3-160-37;C3
2623;BR-21GS-C3-161-5;C3
2624;BR-21GS-C3-154-23;C3
2625;BR-21GS-C3-155-6;C3
2626;BR-21GS-C3-155-22;C3
2627;BR-21GS-C3-157-4;C3
2628;BR-21GS-C3-157-16;C3
2629;BR-21GS-C3-158-10;C3
2630;BR-21GS-C3-159-10;C3
2631;BR-21GS-C3-159-18;C3
2632;BR-21GS-C3-160-20;C3
2633;BR-21GS-C3-160-28;C3
2634;BR-21GS-C3-160-38;C3
2635;BR-21GS-C3-154-24;C3
2636;BR-21GS-C3-155-9;C3
2637;BR-21GS-C3-155-24;C3
2638;BR-21GS-C3-157-5;C3
2639;BR-21GS-C3-157-17;C3
2640;BR-21GS-C3-159-1;C3
2641;BR-21GS-C3-159-11;C3
2642;BR-21GS-C3-159-20;C3
2643;BR-21GS-C3-160-21;C3
2644;BR-21GS-C3-160-29;C3
2645;BR-21GS-C3-160-39;C3
2646;BR-21GS-C3-161-7;C3
2647;BR-21GS-C3-162-9;C3
2648;BR-21GS-C3-162-18;C3
2649;BR-21GS-C3-165-1;C3
2650;BR-21GS-C3-166-10;C3
2651;BR-21GS-C3-166-23;C3
2652;BR-21GS-C3-167-17;C3
2653;BR-21GS-C3-168-12;C3
2654;BR-21GS-C3-169-18;C3
2655;BR-21GS-C3-170-1;C3
2656;BR-21GS-C3-170-15;C3
2657;BR-21GS-C3-173-9;C3
2658;BR-21GS-C3-161-8;C3
2659;BR-21GS-C3-162-10;C3
2660;BR-21GS-C3-163-1;C3
2661;BR-21GS-C3-166-1;C3
2662;BR-21GS-C3-166-11;C3
2663;BR-21GS-C3-166-25;C3
2664;BR-21GS-C3-167-18;C3
2665;BR-21GS-C3-168-13;C3
2666;BR-21GS-C3-169-20;C3
2667;BR-21GS-C3-170-3;C3
2668;BR-21GS-C3-171-1;C3
2669;BR-21GS-C3-174-12;C3
2670;BR-21GS-C3-162-1;C3
2671;BR-21GS-C3-162-12;C3
2672;BR-21GS-C3-163-2;C3
2673;BR-21GS-C3-166-3;C3
2674;BR-21GS-C3-166-12;C3
2675;BR-21GS-C3-166-26;C3
2676;BR-21GS-C3-167-25;C3
2677;BR-21GS-C3-168-17;C3
2678;BR-21GS-C3-169-21;C3
2679;BR-21GS-C3-170-4;C3
2680;BR-21GS-C3-171-5;C3
2681;BR-21GS-C3-174-15;C3
2682;BR-21GS-C3-162-2;C3
2683;BR-21GS-C3-162-13;C3
2684;BR-21GS-C3-163-3;C3
2685;BR-21GS-C3-166-4;C3
2686;BR-21GS-C3-166-13;C3
2687;BR-21GS-C3-166-27;C3
2688;BR-21GS-C3-167-26;C3
2689;BR-21GS-C3-168-19;C3
2690;BR-21GS-C3-169-23;C3
2691;BR-21GS-C3-170-5;C3
2692;BR-21GS-C3-172-1;C3
2693;BR-21GS-C3-175-2;C3
2694;BR-21GS-C3-162-5;C3
2695;BR-21GS-C3-162-14;C3
2696;BR-21GS-C3-163-5;C3
2697;BR-21GS-C3-166-5;C3
2698;BR-21GS-C3-166-16;C3
2699;BR-21GS-C3-167-4;C3
2700;BR-21GS-C3-167-27;C3
2701;BR-21GS-C3-169-2;C3
2702;BR-21GS-C3-169-24;C3
2703;BR-21GS-C3-170-6;C3
2704;BR-21GS-C3-172-7;C3
2705;BR-21GS-C3-175-3;C3
2706;BR-21GS-C3-162-6;C3
2707;BR-21GS-C3-162-15;C3
2708;BR-21GS-C3-163-6;C3
2709;BR-21GS-C3-166-6;C3
2710;BR-21GS-C3-166-20;C3
2711;BR-21GS-C3-167-12;C3
2712;BR-21GS-C3-168-2;C3
2713;BR-21GS-C3-169-4;C3
2714;BR-21GS-C3-169-26;C3
2715;BR-21GS-C3-170-8;C3
2716;BR-21GS-C3-173-1;C3
2717;BR-21GS-C3-175-4;C3
2718;BR-21GS-C3-162-7;C3
2719;BR-21GS-C3-162-16;C3
2720;BR-21GS-C3-163-7;C3
2721;BR-21GS-C3-166-7;C3
2722;BR-21GS-C3-166-21;C3
2723;BR-21GS-C3-167-13;C3
2724;BR-21GS-C3-168-3;C3
2725;BR-21GS-C3-169-6;C3
2726;BR-21GS-C3-169-28;C3
2727;BR-21GS-C3-170-10;C3
2728;BR-21GS-C3-173-4;C3
2729;BR-21GS-C3-162-8;C3
2730;BR-21GS-C3-162-17;C3
2731;BR-21GS-C3-164-4;C3
2732;BR-21GS-C3-166-9;C3
2733;BR-21GS-C3-166-22;C3
2734;BR-21GS-C3-167-14;C3
2735;BR-21GS-C3-168-9;C3
2736;BR-21GS-C3-169-17;C3
2737;BR-21GS-C3-169-29;C3
2738;BR-21GS-C3-170-12;C3
2739;BR-21GS-C3-173-6;C3
2740;BR-21GS-C3-175-5;C3
2741;BR-21GS-C3-175-20;C3
2742;BR-21GS-C3-175-36;C3
2743;BR-21GS-C3-175-47;C3
2744;BR-21GS-C3-175-58;C3
2745;BR-21GS-C3-175-66;C3
2746;BR-21GS-C3-175-75;C3
2747;BR-21GS-C3-175-83;C3
2748;BR-21GS-C3-177-4;C3
2749;BR-21GS-C3-187-2;C3
2750;BR-21GS-C3-187-10;C3
2751;BR-21GS-C3-187-19;C3
2752;BR-21GS-C3-175-6;C3
2753;BR-21GS-C3-175-22;C3
2754;BR-21GS-C3-175-38;C3
2755;BR-21GS-C3-175-48;C3
2756;BR-21GS-C3-175-59;C3
2757;BR-21GS-C3-175-67;C3
2758;BR-21GS-C3-175-76;C3
2759;BR-21GS-C3-175-87;C3
2760;BR-21GS-C3-177-5;C3
2761;BR-21GS-C3-187-3;C3
2762;BR-21GS-C3-187-11;C3
2763;BR-21GS-C3-187-20;C3
2764;BR-21GS-C3-175-7;C3
2765;BR-21GS-C3-175-23;C3
2766;BR-21GS-C3-175-39;C3
2767;BR-21GS-C3-175-51;C3
2768;BR-21GS-C3-175-60;C3
2769;BR-21GS-C3-175-68;C3
2770;BR-21GS-C3-175-77;C3
