Accession	Female_Parent	Male_Parent	Cross_Type
BR-21GS-C2-006-12	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-13	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-14	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-15	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-16	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-17	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-18	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-19	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-2	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-20	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-21	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-22	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-23	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-24	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-25	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-26	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-27	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-28	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-29	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-3	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-30	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-4	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-5	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-6	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-7	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-8	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-006-9	BR-18GS-103-17	BR-18GS-001-15	biparental
BR-21GS-C2-007-1	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-2	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-3	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-4	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-5	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-6	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-7	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-8	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-007-9	BR-18GS-065-41	BR-18GS-001-38	biparental
BR-21GS-C2-008-1	BR-18GS-076-14	BR-18GS-001-38	biparental
BR-21GS-C2-008-2	BR-18GS-076-14	BR-18GS-001-38	biparental
BR-21GS-C2-008-3	BR-18GS-076-14	BR-18GS-001-38	biparental
BR-21GS-C2-008-4	BR-18GS-076-14	BR-18GS-001-38	biparental
BR-21GS-C2-008-5	BR-18GS-076-14	BR-18GS-001-38	biparental
BR-21GS-C2-008-6	BR-18GS-076-14	BR-18GS-001-38	biparental
BR-21GS-C2-009-1	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-10	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-11	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-12	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-13	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-14	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-15	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-16	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-17	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-18	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-19	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-2	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-20	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-3	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-4	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-5	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-6	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-7	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-8	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-009-9	BR-18GS-001-38	BR-18GS-002-42	biparental
BR-21GS-C2-010-1	BR-18GS-065-41	BR-18GS-002-42	biparental
BR-21GS-C2-010-2	BR-18GS-065-41	BR-18GS-002-42	biparental
BR-21GS-C2-010-3	BR-18GS-065-41	BR-18GS-002-42	biparental
BR-21GS-C2-010-4	BR-18GS-065-41	BR-18GS-002-42	biparental
BR-21GS-C2-011-1	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-011-2	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-011-3	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-011-4	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-011-5	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-011-6	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-011-7	BR-18GS-065-42	BR-18GS-002-42	biparental
BR-21GS-C2-012-1	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-2	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-3	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-4	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-5	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-6	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-7	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-012-8	BR-18GS-076-14	BR-18GS-002-42	biparental
BR-21GS-C2-013-1	BR-18GS-076-33	BR-18GS-002-42	biparental
BR-21GS-C2-013-2	BR-18GS-076-33	BR-18GS-002-42	biparental
BR-21GS-C2-013-3	BR-18GS-076-33	BR-18GS-002-42	biparental
BR-21GS-C2-013-4	BR-18GS-076-33	BR-18GS-002-42	biparental
BR-21GS-C2-014-1	BR-18GS-100-11	BR-18GS-002-42	biparental
BR-21GS-C2-014-2	BR-18GS-100-11	BR-18GS-002-42	biparental
BR-21GS-C2-014-3	BR-18GS-100-11	BR-18GS-002-42	biparental
BR-21GS-C2-014-4	BR-18GS-100-11	BR-18GS-002-42	biparental
BR-21GS-C2-014-5	BR-18GS-100-11	BR-18GS-002-42	biparental
BR-21GS-C2-014-6	BR-18GS-100-11	BR-18GS-002-42	biparental
BR-21GS-C2-015-1	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-10	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-11	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-12	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-2	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-3	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-4	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-5	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-6	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-7	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-8	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-015-9	BR-18GS-100-23	BR-18GS-006-5	biparental
BR-21GS-C2-016-1	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-10	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-11	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-12	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-13	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-14	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-15	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-16	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-17	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-18	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-19	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-2	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-3	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-4	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-5	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-6	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-7	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-8	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-016-9	BR-18GS-065-41	BR-18GS-011-1	biparental
BR-21GS-C2-017-1	BR-18GS-001-15	BR-18GS-011-1	biparental
BR-21GS-C2-017-2	BR-18GS-001-15	BR-18GS-011-1	biparental
BR-21GS-C2-017-3	BR-18GS-001-15	BR-18GS-011-1	biparental
BR-21GS-C2-017-4	BR-18GS-001-15	BR-18GS-011-1	biparental
BR-21GS-C2-017-5	BR-18GS-001-15	BR-18GS-011-1	biparental
BR-21GS-C2-017-6	BR-18GS-001-15	BR-18GS-011-1	biparental
BR-21GS-C2-018-1	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-10	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-11	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-12	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-13	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-14	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-15	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-16	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-17	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-18	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-19	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-2	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-20	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-21	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-3	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-4	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-5	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-6	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-7	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-8	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-018-9	BR-18GS-001-38	BR-18GS-011-1	biparental
BR-21GS-C2-019-1	BR-18GS-076-14	BR-18GS-011-1	biparental
BR-21GS-C2-019-2	BR-18GS-076-14	BR-18GS-011-1	biparental
BR-21GS-C2-020-1	BR-18GS-100-11	BR-18GS-011-1	biparental
BR-21GS-C2-021-1	BR-18GS-100-23	BR-18GS-011-1	biparental
BR-21GS-C2-021-2	BR-18GS-100-23	BR-18GS-011-1	biparental
BR-21GS-C2-021-3	BR-18GS-100-23	BR-18GS-011-1	biparental
BR-21GS-C2-021-4	BR-18GS-100-23	BR-18GS-011-1	biparental
BR-21GS-C2-021-5	BR-18GS-100-23	BR-18GS-011-1	biparental
BR-21GS-C2-022-1	BR-18GS-001-38	BR-18GS-065-41	biparental
BR-21GS-C2-022-2	BR-18GS-001-38	BR-18GS-065-41	biparental
BR-21GS-C2-022-3	BR-18GS-001-38	BR-18GS-065-41	biparental
BR-21GS-C2-022-4	BR-18GS-001-38	BR-18GS-065-41	biparental
BR-21GS-C2-022-5	BR-18GS-001-38	BR-18GS-065-41	biparental
BR-21GS-C2-023-1	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-10	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-2	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-3	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-4	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-5	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-6	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-7	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-8	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-023-9	BR-18GS-008-1	BR-18GS-065-41	biparental
BR-21GS-C2-024-1	BR-18GS-065-42	BR-18GS-065-41	biparental
BR-21GS-C2-025-1	BR-18GS-076-14	BR-18GS-065-41	biparental
BR-21GS-C2-025-2	BR-18GS-076-14	BR-18GS-065-41	biparental
BR-21GS-C2-025-3	BR-18GS-076-14	BR-18GS-065-41	biparental
BR-21GS-C2-025-4	BR-18GS-076-14	BR-18GS-065-41	biparental
BR-21GS-C2-026-1	BR-18GS-076-33	BR-18GS-065-41	biparental
BR-21GS-C2-026-2	BR-18GS-076-33	BR-18GS-065-41	biparental
BR-21GS-C2-027-1	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-10	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-11	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-12	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-13	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-14	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-15	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-16	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-17	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-18	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-19	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-2	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-20	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-21	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-22	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-23	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-24	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-25	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-26	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-27	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-28	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-29	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-3	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-30	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-31	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-32	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-33	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-34	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-35	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-36	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-37	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-38	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-39	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-4	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-40	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-41	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-42	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-43	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-44	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-45	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-5	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-6	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-7	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-8	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-027-9	BR-18GS-100-23	BR-18GS-065-41	biparental
BR-21GS-C2-028-1	BR-18GS-103-17	BR-18GS-065-41	biparental
BR-21GS-C2-028-2	BR-18GS-103-17	BR-18GS-065-41	biparental
BR-21GS-C2-028-3	BR-18GS-103-17	BR-18GS-065-41	biparental
BR-21GS-C2-028-4	BR-18GS-103-17	BR-18GS-065-41	biparental
BR-21GS-C2-028-5	BR-18GS-103-17	BR-18GS-065-41	biparental
BR-21GS-C2-028-6	BR-18GS-103-17	BR-18GS-065-41	biparental
BR-21GS-C2-029-1	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-10	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-2	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-3	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-4	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-5	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-6	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-7	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-8	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-029-9	BR-18GS-129-30	BR-18GS-065-41	biparental
BR-21GS-C2-030-1	BR-18GS-100-11	BR-18GS-076-33	biparental
BR-21GS-C2-030-2	BR-18GS-100-11	BR-18GS-076-33	biparental
BR-21GS-C2-030-3	BR-18GS-100-11	BR-18GS-076-33	biparental
BR-21GS-C2-030-4	BR-18GS-100-11	BR-18GS-076-33	biparental
BR-21GS-C2-031-1	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-2	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-3	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-4	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-5	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-6	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-7	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-031-8	BR-18GS-100-23	BR-18GS-076-33	biparental
BR-21GS-C2-033-1	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-10	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-11	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-12	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-14	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-15	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-17	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-18	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-19	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-2	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-20	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-21	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-22	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-23	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-3	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-4	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-5	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-6	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-7	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-8	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-033-9	BR-18GS-049-8	BR-18GS-100-11	biparental
BR-21GS-C2-034-1	BR-18GS-065-41	BR-18GS-100-11	biparental
BR-21GS-C2-034-2	BR-18GS-065-41	BR-18GS-100-11	biparental
BR-21GS-C2-034-3	BR-18GS-065-41	BR-18GS-100-11	biparental
BR-21GS-C2-034-4	BR-18GS-065-41	BR-18GS-100-11	biparental
BR-21GS-C2-034-5	BR-18GS-065-41	BR-18GS-100-11	biparental
BR-21GS-C2-035-1	BR-18GS-065-42	BR-18GS-100-23	biparental
BR-21GS-C2-035-2	BR-18GS-065-42	BR-18GS-100-23	biparental
BR-21GS-C2-035-3	BR-18GS-065-42	BR-18GS-100-23	biparental
BR-21GS-C2-035-4	BR-18GS-065-42	BR-18GS-100-23	biparental
BR-21GS-C2-035-5	BR-18GS-065-42	BR-18GS-100-23	biparental
BR-21GS-C2-036-1	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-10	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-12	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-13	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-14	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-15	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-16	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-17	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-18	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-19	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-2	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-20	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-21	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-22	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-23	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-24	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-25	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-26	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-27	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-3	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-4	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-5	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-7	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-8	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-036-9	BR-18GS-001-38	BR-18GS-100-23	biparental
BR-21GS-C2-037-1	BR-18GS-100-23		open
BR-21GS-C2-037-19	BR-18GS-100-23		open
BR-21GS-C2-037-2	BR-18GS-100-23		open
BR-21GS-C2-037-20	BR-18GS-100-23		open
BR-21GS-C2-037-21	BR-18GS-100-23		open
BR-21GS-C2-037-22	BR-18GS-100-23		open
BR-21GS-C2-037-23	BR-18GS-100-23		open
BR-21GS-C2-037-24	BR-18GS-100-23		open
BR-21GS-C2-037-3	BR-18GS-100-23		open
BR-21GS-C2-037-4	BR-18GS-100-23		open
BR-21GS-C2-038-1	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-10	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-11	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-12	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-13	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-14	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-2	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-3	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-4	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-5	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-6	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-7	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-8	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-038-9	BR-18GS-065-41	BR-18GS-100-23	biparental
BR-21GS-C2-039-1	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-10	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-11	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-2	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-3	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-4	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-5	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-6	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-7	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-8	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-039-9	BR-18GS-103-17	BR-18GS-100-23	biparental
BR-21GS-C2-040-1	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-10	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-2	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-3	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-4	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-5	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-6	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-7	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-040-8	BR-18GS-129-30	BR-18GS-100-23	biparental
