Accession	Female_Parent	Male_Parent	Cross_Type
BR-21GS-C2-040-9	BR-18GS-129-30	BR-18GS-100-23	biparental
BR-21GS-C2-041-1	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-11	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-12	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-13	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-14	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-2	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-3	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-4	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-5	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-6	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-7	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-8	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-041-9	BR-18GS-100-23	BR-18GS-101-18	biparental
BR-21GS-C2-042-1	BR-18GS-103-30	BR-18GS-103-17	biparental
BR-21GS-C2-043-1	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-10	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-11	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-12	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-13	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-14	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-15	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-16	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-18	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-19	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-2	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-20	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-21	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-22	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-23	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-24	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-3	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-4	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-5	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-6	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-7	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-8	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-043-9	BR-18GS-001-38	BR-18GS-129-30	biparental
BR-21GS-C2-044-1	BR-18GS-001-42	BR-18GS-129-30	biparental
BR-21GS-C2-044-2	BR-18GS-001-42	BR-18GS-129-30	biparental
BR-21GS-C2-044-3	BR-18GS-001-42	BR-18GS-129-30	biparental
BR-21GS-C2-044-4	BR-18GS-001-42	BR-18GS-129-30	biparental
BR-21GS-C2-044-5	BR-18GS-001-42	BR-18GS-129-30	biparental
BR-21GS-C2-045-1	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-10	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-11	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-12	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-14	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-15	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-16	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-17	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-2	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-3	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-4	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-5	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-6	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-7	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-8	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-045-9	BR-18GS-065-41	BR-18GS-129-30	biparental
BR-21GS-C2-046-1	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-046-2	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-046-3	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-046-4	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-046-5	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-046-6	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-046-7	BR-18GS-076-14	BR-18GS-129-30	biparental
BR-21GS-C2-047-1	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-10	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-11	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-12	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-13	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-2	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-3	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-4	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-5	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-6	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-7	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-8	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C2-047-9	BR-18GS-076-33	BR-18GS-129-30	biparental
BR-21GS-C3-001-1	BR-19GS-051-22	BR-19GS-001-19	biparental
BR-21GS-C3-001-2	BR-19GS-051-22	BR-19GS-001-19	biparental
BR-21GS-C3-001-3	BR-19GS-051-22	BR-19GS-001-19	biparental
BR-21GS-C3-002-1	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-10	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-11	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-12	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-13	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-2	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-3	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-4	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-5	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-6	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-7	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-8	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-002-9	BR-19GS-055-67	BR-19S2-002-21	biparental
BR-21GS-C3-003-1	BR-19GS-095-20	BR-19S2-002-21	biparental
BR-21GS-C3-003-2	BR-19GS-095-20	BR-19S2-002-21	biparental
BR-21GS-C3-004-1	BR-19GS-033-8		open
BR-21GS-C3-004-2	BR-19GS-033-8		open
BR-21GS-C3-004-3	BR-19GS-033-8		open
BR-21GS-C3-004-4	BR-19GS-033-8		open
BR-21GS-C3-005-1	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-10	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-11	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-12	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-2	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-3	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-4	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-5	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-6	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-7	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-8	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-005-9	BR-19GS-030-10	BR-19S2-002-38	biparental
BR-21GS-C3-006-1	BR-19GS-031-9	BR-19S2-002-38	biparental
BR-21GS-C3-006-2	BR-19GS-031-9	BR-19S2-002-38	biparental
BR-21GS-C3-006-3	BR-19GS-031-9	BR-19S2-002-38	biparental
BR-21GS-C3-006-4	BR-19GS-031-9	BR-19S2-002-38	biparental
BR-21GS-C3-007-1	BR-19GS-048-18	BR-19S2-002-38	biparental
BR-21GS-C3-008-1	BR-19GS-055-2	BR-19S2-002-41	biparental
BR-21GS-C3-008-2	BR-19GS-055-2	BR-19S2-002-41	biparental
BR-21GS-C3-008-3	BR-19GS-055-2	BR-19S2-002-41	biparental
BR-21GS-C3-008-4	BR-19GS-055-2	BR-19S2-002-41	biparental
BR-21GS-C3-008-5	BR-19GS-055-2	BR-19S2-002-41	biparental
BR-21GS-C3-009-1	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-2	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-3	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-4	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-5	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-6	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-7	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-009-9	BR-19GS-063-25	BR-19S2-002-41	biparental
BR-21GS-C3-010-1	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-10	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-11	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-12	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-13	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-14	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-15	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-16	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-17	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-18	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-2	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-3	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-4	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-5	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-6	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-7	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-8	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-010-9	BR-19S2-002-10	BR-19GS-005-5	biparental
BR-21GS-C3-011-1	BR-19S2-002-41	BR-19GS-005-5	biparental
BR-21GS-C3-011-2	BR-19S2-002-41	BR-19GS-005-5	biparental
BR-21GS-C3-012-1	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-012-2	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-012-3	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-012-4	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-012-5	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-012-6	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-012-7	BR-19GS-019-6	BR-19GS-005-5	biparental
BR-21GS-C3-013-1	BR-19GS-024-1	BR-19GS-005-5	biparental
BR-21GS-C3-013-2	BR-19GS-024-1	BR-19GS-005-5	biparental
BR-21GS-C3-014-1	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-10	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-11	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-12	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-13	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-14	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-15	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-16	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-17	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-18	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-2	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-3	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-4	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-5	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-6	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-7	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-8	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-014-9	BR-19GS-027-24	BR-19GS-005-5	biparental
BR-21GS-C3-015-1	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-10	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-11	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-12	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-13	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-14	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-15	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-16	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-17	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-18	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-19	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-2	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-20	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-21	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-22	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-23	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-25	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-26	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-27	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-28	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-29	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-3	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-30	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-31	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-32	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-4	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-5	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-6	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-7	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-8	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-015-9	BR-19GS-033-17	BR-19GS-005-5	biparental
BR-21GS-C3-016-1	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-10	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-11	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-12	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-13	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-14	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-15	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-16	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-17	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-18	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-19	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-2	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-20	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-21	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-22	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-23	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-24	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-25	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-26	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-3	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-4	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-5	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-6	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-7	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-8	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-016-9	BR-19GS-034-32	BR-19GS-005-5	biparental
BR-21GS-C3-017-1	BR-19GS-051-22	BR-19GS-005-5	biparental
BR-21GS-C3-017-2	BR-19GS-051-22	BR-19GS-005-5	biparental
BR-21GS-C3-018-1	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-10	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-11	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-12	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-13	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-14	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-15	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-16	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-17	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-18	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-19	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-2	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-20	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-21	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-22	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-23	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-24	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-3	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-4	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-5	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-6	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-7	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-8	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-018-9	BR-19GS-054-3	BR-19GS-005-5	biparental
BR-21GS-C3-019-1	BR-19GS-054-6	BR-19GS-005-5	biparental
BR-21GS-C3-019-2	BR-19GS-054-6	BR-19GS-005-5	biparental
BR-21GS-C3-019-3	BR-19GS-054-6	BR-19GS-005-5	biparental
BR-21GS-C3-019-4	BR-19GS-054-6	BR-19GS-005-5	biparental
BR-21GS-C3-019-5	BR-19GS-054-6	BR-19GS-005-5	biparental
BR-21GS-C3-019-6	BR-19GS-054-6	BR-19GS-005-5	biparental
BR-21GS-C3-020-1	BR-19GS-055-8	BR-19GS-005-5	biparental
BR-21GS-C3-020-2	BR-19GS-055-8	BR-19GS-005-5	biparental
BR-21GS-C3-020-3	BR-19GS-055-8	BR-19GS-005-5	biparental
BR-21GS-C3-020-4	BR-19GS-055-8	BR-19GS-005-5	biparental
BR-21GS-C3-020-5	BR-19GS-055-8	BR-19GS-005-5	biparental
BR-21GS-C3-020-6	BR-19GS-055-8	BR-19GS-005-5	biparental
BR-21GS-C3-021-1	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-10	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-11	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-12	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-13	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-14	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-15	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-16	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-17	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-18	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-19	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-2	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-3	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-4	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-5	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-6	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-7	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-8	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-021-9	BR-19GS-055-9	BR-19GS-005-5	biparental
BR-21GS-C3-022-1	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-10	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-11	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-12	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-13	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-14	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-15	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-16	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-17	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-18	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-19	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-2	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-3	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-4	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-5	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-6	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-7	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-8	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-022-9	BR-19GS-060-54	BR-19GS-005-5	biparental
BR-21GS-C3-023-1	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-10	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-11	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-12	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-13	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-14	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-15	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-16	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-17	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-18	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-19	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-2	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-20	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-21	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-22	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-3	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-4	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-5	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-6	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-7	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-8	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-023-9	BR-19GS-088-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-1	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-10	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-11	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-12	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-13	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-14	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-15	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-2	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-20	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-21	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-22	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-24	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-26	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-27	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-28	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-3	BR-19GS-094-1	BR-19GS-005-5	biparental
BR-21GS-C3-024-30	BR-19GS-094-1	BR-19GS-005-5	biparental
